Pitch Offset,Pitch Bend,Pitch Bend Hex,Delta Pitch Bend,Linear Pitch Offset,Linear Pitch Offset Delta,Piecewise Pitch Offset,Piecewise Pitch Offset Delta
-200,0,"0x0000",0,-200.000,0.000,-200.000,0.000
-199,10747904,"0xA40000",10747904,-198.999,-0.001,-198.999,-0.001
-198,21495808,"0x1480000",10747904,-197.998,-0.002,-197.998,-0.002
-197,32243712,"0x1EC0000",10747904,-196.997,-0.003,-196.997,-0.003
-196,42991616,"0x2900000",10747904,-195.996,-0.004,-195.996,-0.004
-195,53739520,"0x3340000",10747904,-194.995,-0.005,-194.995,-0.005
-194,64487424,"0x3D80000",10747904,-193.994,-0.006,-193.994,-0.006
-193,75235328,"0x47C0000",10747904,-192.993,-0.007,-192.993,-0.007
-192,85983232,"0x5200000",10747904,-191.992,-0.008,-191.992,-0.008
-191,96731136,"0x5C40000",10747904,-190.991,-0.009,-190.991,-0.009
-190,107479040,"0x6680000",10747904,-189.990,-0.010,-189.990,-0.010
-189,118226944,"0x70C0000",10747904,-188.989,-0.011,-188.989,-0.011
-188,128974848,"0x7B00000",10747904,-187.988,-0.012,-187.988,-0.012
-187,139722752,"0x8540000",10747904,-186.987,-0.013,-186.987,-0.013
-186,150470656,"0x8F80000",10747904,-185.986,-0.014,-185.986,-0.014
-185,161218560,"0x99C0000",10747904,-184.985,-0.015,-184.985,-0.015
-184,171966464,"0xA400000",10747904,-183.984,-0.016,-183.984,-0.016
-183,182714368,"0xAE40000",10747904,-182.983,-0.017,-182.983,-0.017
-182,193462272,"0xB880000",10747904,-181.982,-0.018,-181.982,-0.018
-181,204210176,"0xC2C0000",10747904,-180.981,-0.019,-180.981,-0.019
-180,214958080,"0xCD00000",10747904,-179.980,-0.020,-179.980,-0.020
-179,225705984,"0xD740000",10747904,-178.979,-0.021,-178.979,-0.021
-178,236453888,"0xE180000",10747904,-177.979,-0.021,-177.979,-0.021
-177,247201792,"0xEBC0000",10747904,-176.978,-0.022,-176.978,-0.022
-176,257949696,"0xF600000",10747904,-175.977,-0.023,-175.977,-0.023
-175,268435456,"0x10000000",10485760,-175.000,0.000,-175.000,0.000
-174,279183360,"0x10A40000",10747904,-173.999,-0.001,-173.999,-0.001
-173,289931264,"0x11480000",10747904,-172.998,-0.002,-172.998,-0.002
-172,300679168,"0x11EC0000",10747904,-171.997,-0.003,-171.997,-0.003
-171,311427072,"0x12900000",10747904,-170.996,-0.004,-170.996,-0.004
-170,322174976,"0x13340000",10747904,-169.995,-0.005,-169.995,-0.005
-169,332922880,"0x13D80000",10747904,-168.994,-0.006,-168.994,-0.006
-168,343670784,"0x147C0000",10747904,-167.993,-0.007,-167.993,-0.007
-167,354418688,"0x15200000",10747904,-166.992,-0.008,-166.992,-0.008
-166,365166592,"0x15C40000",10747904,-165.991,-0.009,-165.991,-0.009
